,IDAeropuerto,Sigla,IATA,NombreAeropuerto,Categoria,Latitud,Longitud,Municipio,Departamento,Propietario,Explotador,LongitudPista,AnchoPista,PBMO,Elevacion,Resolucion,Clase,Tipo,GCD_Municipio,GCD_Departamento,FechaInicioVigencia,FechaFinVigencia,VersionDelRegistro,Anio
643,345,9AX,no-especificado,SANTA CRUZ,Aeródromo,4.1318,-73.1814,Puerto López,Meta,JULIO STRAUCH D.,COMERCIALIZADORA ECO,84,4,2000,659,"2,685,000",1A,Público,50573,50,2015-01-01,2015-12-31,N,2015
644,346,9AZ,no-especificado,REMACHE SUR,Aeródromo,5.0832,-71.1525,San Luis de Palenque,Casanare,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,103,47,5000,459,"3,058,000",1A,Fumigación,85325,85,2015-01-01,2015-12-31,N,2015
645,347,9BA,no-especificado,CURUMANI,Aeródromo,9.2222,-73.5722,Curumaní,Cesar,MUNICIPIO,FADELCE,148,1,2000,164,"2,989,000",2A,Privado,20228,20,2015-01-01,2015-12-31,N,2015
646,348,9BB,no-especificado,SAN MIGUEL,Aeródromo,4.1069,-72.89,Puerto López,Meta,ELIZABETH CRUZ BULLA,SAAC S.A.S,0,35,2000,803,"251,000",1A,Fumigación,50573,50,2015-01-01,2015-12-31,N,2015
647,349,9BC,no-especificado,CANTADELICIAS,Aeródromo,3.3873,-74.9338,Alpujarra,Tolima,MUNICIPIO,MUNICIPIO,395,5,12200,4213,"4,541,000",1A,Aerocivil,73024,73,2015-01-01,2015-12-31,N,2015
648,350,9BE,no-especificado,LAS VEGAS,Aeródromo,6.0072,-71.2842,Paz de Ariporo,Casanare,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,211,6,3500,430,"1,657,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
649,351,9BF,no-especificado,LA FRANCIA,Aeródromo,9.6394,-73.5282,El Paso,Cesar,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,2068,3,no-especificado,213,"962,000",1B,Aerocivil,20250,20,2015-01-01,2015-12-31,N,2015
650,352,9BG,no-especificado,AGUAS BLANCAS,Aeródromo,7.8197,-73.5719,San Alberto,Cesar,PALMAS BELLAVISTA S.A.,CELTA LTDA.,2035,5,3000,174,"4,942,000",1A,Privado,20710,20,2015-01-01,2015-12-31,N,2015
651,353,9BI,no-especificado,SAN FELIPE,Aeródromo,5.1037,-71.8425,Orocué,Casanare,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,272,6,2000,554,"800,000",1A,Fumigación,85230,85,2015-01-01,2015-12-31,N,2015
652,354,9BK,no-especificado,JULIAN,Aeródromo,4.2711,-72.9869,Cabuyaro,Meta,HERNANDO JIMENEZ,ASAM LTDA,124,24,2500,735,"3,181,000",1A,Público,50124,50,2015-01-01,2015-12-31,N,2015
653,355,9BL,no-especificado,LOS HALCONES,Aeródromo,3.9178,-76.3206,Bugalagrande,Valle del Cauca,DIEGO TORRES NUÑEZ,DIEGO TORRES NUÑEZ,810,27,500,3232,"6,678,000",1A,Aerocivil,76113,76,2015-01-01,2015-12-31,N,2015
654,356,9BN,no-especificado,EL SOÑADOR,Aeródromo,5.2299,-72.4528,Aguazul,Casanare,GLORIA M. ALVIRA R.,CELTA LTDA.,256,2,2000,865,"304,000",1A,Privado,85010,85,2015-01-01,2015-12-31,N,2015
655,357,9BO,no-especificado,VENECIA DE GUANAPALO,Aeródromo,5.3079,-71.9204,San Luis de Palenque,Casanare,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1482,37,5500,623,"4,873,000",1A,Público,85325,85,2015-01-01,2015-12-31,N,2015
656,358,9BP,no-especificado,EL CONCHAL - CA,Aeródromo,3.7273,-76.3902,El Cerrito,Valle del Cauca,ARMANDO ARAGON NAVIA,ARMANDO ARAGON NAVIA,292,9,400,3139,"326,000",1A,Privado,76248,76,2015-01-01,2015-12-31,N,2015
657,359,9BR,no-especificado,SEVILLA,Aeródromo,5.9234,-71.7139,Hato Corozal,Casanare,HELI CALA LOPEZ,HELI CALA LOPEZ,1295,27,3000,682,"4,729,000",1A,Aerocivil,85125,85,2015-01-01,2015-12-31,N,2015
658,360,9BT,no-especificado,ASA SAN MARTIN,Aeródromo,11.2889,-73.1756,Riohacha,La Guajira,ASA S EN C,ASA S. EN C.,67,35,4500,49,"5,612,000",1A,Privado,44001,44,2015-01-01,2015-12-31,N,2015
659,361,9BW,no-especificado,LA FAZENDA,Aeródromo,4.3263,-72.2208,Puerto López,Meta,ALIAR S.A.,ALIAR S.A.,190,34,5000,568,"1,941,000",2B,Público,50573,50,2015-01-01,2015-12-31,N,2015
660,362,9BX,no-especificado,LA ESTRELLA-CA.,Aeródromo,3.4802,-73.3276,San Martín,Meta,CLUB LA LIBELULA,CLUB LA LIBELULA,515,50,500,787,"679,000",UL,Fumigación,50689,50,2015-01-01,2015-12-31,N,2015
661,363,9BY,no-especificado,SAN EDUARDO,Aeródromo,4.6422,-71.8104,Orocué,Casanare,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,1491,10,2500,580,"1,580,000",1A,Público,85230,85,2015-01-01,2015-12-31,N,2015
662,364,9BZ,no-especificado,RIOSUCIO,Aeródromo,7.4164,-77.0595,Riosucio,Chocó,MUNICIPIO,MUNICIPIO,151,22,5670,72,"3,430,000",1A,Aerocivil,27615,27,2015-01-01,2015-12-31,N,2015
663,365,9CA,no-especificado,LAS AGUILAS -CA,Aeródromo,3.5134,-76.4931,Yumbo,Valle del Cauca,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,96,4,500,3100,"4,939,000",1A,Fumigación,76892,76,2015-01-01,2015-12-31,N,2015
664,366,9CB,no-especificado,CAMARUCOS,Aeródromo,5.8754,-70.6583,Paz de Ariporo,Casanare,ALCALDIA,ALCALDIA,338,1,2000,367,"4,541,000",1A,Privado,85250,85,2015-01-01,2015-12-31,N,2015
665,367,9CC,no-especificado,EL TOTUMO,Aeródromo,5.9387,-71.2217,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,395,1,2000,476,"4,541,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
666,368,9CD,no-especificado,VARSOVIA,Aeródromo,5.849,-70.3648,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,43,44,2000,328,"4,541,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
667,369,9CE,no-especificado,LA HERMOSA,Aeródromo,5.5307,-70.4497,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,248,4,2000,338,"4,541,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
668,370,9CF,no-especificado,SAN ESTEBAN,Aeródromo,5.4441,-70.8352,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,411,44,2000,377,"4,541,000",1A,Público,85250,85,2015-01-01,2015-12-31,N,2015
669,371,9CG,no-especificado,SAN JOSE DEL ARIPORO,Aeródromo,6.0475,-70.0128,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,686,36,2000,318,"4,541,000",1A,Público,85250,85,2015-01-01,2015-12-31,N,2015
670,372,9CH,no-especificado,COLINERAS,Aeródromo,6.0713,-70.3678,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,393,0,2000,338,"4,541,000",1A,Público,85250,85,2015-01-01,2015-12-31,N,2015
671,373,9CI,no-especificado,LA CAIMANA,Aeródromo,6.052,-70.8134,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,45,1,2000,400,"4,541,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
672,374,9CJ,no-especificado,EMAUS,Aeródromo,5.1483,-71.0453,San Luis de Palenque,Casanare,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,1427,11,2500,430,"1,945,000",1A,Público,85325,85,2015-01-01,2015-12-31,N,2015
673,375,9CK,no-especificado,SANTA MARIA DEL CAFÉ,Aeródromo,6.1111,-70.9888,Hato Corozal,Casanare,MUNICIPIO,EL MISMO,1326,57,2000,427,"4,543,000",1A,Público,85125,85,2015-01-01,2015-12-31,N,2015
674,376,9CL,no-especificado,LA VENTUROSA,Aeródromo,5.2388,-71.3035,San Luis de Palenque,Casanare,MUNICIPIO,EL MISMO,97,8,2000,459,"4,542,000",1A,Fumigación,85325,85,2015-01-01,2015-12-31,N,2015
675,377,9CM,no-especificado,MIRAMAR DE GUANAPALO,Aeródromo,5.0541,-71.0012,San Luis de Palenque,Casanare,MUNICIPIO,EL MISMO,1112,42,2000,394,"4,542,000",1A,Fumigación,85325,85,2015-01-01,2015-12-31,N,2015
676,378,9CP,no-especificado,LA SALVACION,Aeródromo,5.9988,-70.6316,Paz de Ariporo,Casanare,ALCALDIA,ALCALDIA,1218,2,2000,384,"4,807,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
677,379,9CQ,no-especificado,LOMA GRANDE - CA,Aeródromo,8.2937,-75.1176,Ayapel,Córdoba,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,4,6,400,1280,"3,341,000",UL,Público,23068,23,2015-01-01,2015-12-31,N,2015
678,380,9CR,no-especificado,EL CAPRICHO,Aeródromo,4.2018,-72.1632,Puerto Gaitán,Meta,JORGE E. SALAZAR B.,EL MISMO,44,47,4500,551,"329,000",1A,Privado,50568,50,2015-01-01,2015-12-31,N,2015
679,381,9CU,no-especificado,COROCORA,Aeródromo,5.3751,-70.969,Trinidad,Casanare,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,5,2,5000,430,"1,000,000",1A,Privado,85430,85,2015-01-01,2015-12-31,N,2015
680,382,9CX,no-especificado,SAN JUAN,Aeródromo,4.8437,-72.3006,Maní,Casanare,MARIA ILSE BERRIO,AGIL LTDA.,1769,30,2000,591,"1,055,000",1A,Fumigación,85139,85,2015-01-01,2015-12-31,N,2015
681,383,9CY,no-especificado,LA MEJOR,Aeródromo,4.1538,-73.3205,Restrepo,Meta,JOSE A. REINA P.,SADELL S.A.S.,1139,11,2000,844,"1,125,000",1A,Fumigación,50606,50,1900-01-01,2015-12-31,N,2015
682,384,9CZ,no-especificado,GRISMANIA,Aeródromo,4.989,-72.5099,Aguazul,Casanare,LUZ MARINA VARGAS,SFA LTDA.,393,4,2000,669,"6,670,000",1A,Privado,85010,85,2015-01-01,2015-12-31,N,2015
683,385,9DA,no-especificado,BALMORAL,Aeródromo,4.8864,-72.3439,Maní,Casanare,MELIDA OVALLE Y OTROS,AEROTEC LTDA.,904,9,2000,652,"694,000",1A,Aerocivil,85139,85,1900-01-01,2015-12-31,N,2015
684,386,9DB,no-especificado,PALMAS DE TUMACO  -CA,Aeródromo,1.496,-78.765,San Andrés de Tumaco,Nariño,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,575,19,500,136,"1,897,000",UL,Público,52835,52,2015-01-01,2015-12-31,N,2015
685,387,9DC,no-especificado,INGENIO LA CARMELITA,Aeródromo,4.0727,-76.316,Riofrío,Valle del Cauca,SOCIEDAD GARRIDO,ING. LA CARMELITA,89,3,500,3087,"2,961,000",1A,Fumigación,76616,76,2015-01-01,2015-12-31,N,2015
686,388,9DE,no-especificado,LUNA PARK,Aeródromo,5.128,-70.4931,La Primavera,Vichada,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,3472,1,12000,410,"1,056,000",1A,Público,99524,99,2015-01-01,2015-12-31,N,2015
687,389,9DG,no-especificado,EL LAGO - CA,Aeródromo,4.5575,-74.9003,Piedras,Tolima,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,669,1,500,1050,"6,744,000",UL,Privado,73547,73,2015-01-01,2015-12-31,N,2015
688,390,9DH,no-especificado,HACIENDA LA JOYA,Aeródromo,9.6179,-74.8367,Córdoba,Bolívar,TRIPENTA S.A.,AGROTEMPO LTDA.,42,23,2000,82,"9,000",1A,Fumigación,13212,13,2015-01-01,2015-12-31,N,2015
689,391,9DI,no-especificado,SAN FELIPE,Aeródromo,1.915,-67.0776,San Felipe,Guainía,GOBERNACION,GOBERNACION,2101,39,25000,312,"545,000",1A,Fumigación,94883,94,2015-01-01,2015-12-31,N,2015
690,392,9DJ,no-especificado,LA PAULINA,Aeródromo,9.9129,-73.4795,La Paz,Cesar,AMA LTDA.,AMA LTDA.,1891,40,2000,210,"3,939,000",1A,Público,20621,20,2015-01-01,2015-12-31,N,2015
691,393,9DK,no-especificado,EL VATICANO,Aeródromo,4.287,-73.1876,Paratebueno,Cundinamarca,ROMULO PINEDA GARCIA,HELICE LTDA.,790,12,2000,738,"999,000",1A,Fumigación,25530,25,1900-01-01,2015-12-31,N,2015
692,394,9DL,no-especificado,LA PASTORA,Aeródromo,6.798,-70.9777,Arauca,Arauca,SAO E.U,SAO E.U.,2134,34,2000,600,"2,139,000",1A,Aerocivil,81001,81,2015-01-01,2015-12-31,N,2015
693,395,9DM,no-especificado,LA VEREMOS,Aeródromo,5.338,-71.6004,San Luis de Palenque,Casanare,ALVARO PEREZ,HELICE LTDA.,767,27,2000,574,"119,000",1A,Aerocivil,85325,85,1900-01-01,2015-12-31,N,2015
694,396,9DN,no-especificado,SAN FRANCISCO,Aeródromo,4.26,-71.9146,Puerto Gaitán,Meta,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,582,9,5000,712,"5,521,000",2A,Aerocivil,50568,50,2015-01-01,2015-12-31,N,2015
695,397,9DO,no-especificado,TALANQUERA,Aeródromo,4.141,-73.032,Puerto López,Meta,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,28,2,2000,179,"6,016,000",1A,Aerocivil,50573,50,2015-01-01,2015-12-31,N,2015
696,398,9LD,no-especificado,LA LUCHA,Aeródromo,10.97,-74.1833,Ciénaga,Magdalena,FUMIGARAY S.A.,FUMIGARAY S.A.,110,29,3600,567,"5,967,000",1A,Fumigación,47189,47,2015-01-01,2015-12-31,N,2015
697,399,9LG,no-especificado,VILLA GEORGINA,Aeródromo,4.3625,-74.3214,Tauramena,Casanare,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,60,14,2000,594,no-especificado,1A,Público,85410,85,2015-01-01,2015-12-31,N,2015
698,400,9LH,no-especificado,INGENIO PICHICHI,Aeródromo,3.5347,-76.1653,Guacarí,Valle del Cauca,INGENIO PICHICHI S.A.,INGENIO PICHICHI,572,13,500,3215,"2,951,000",1A,Público,76318,76,2015-01-01,2015-12-31,N,2015
699,401,9LI,no-especificado,SAN SEBASTIAN,Aeródromo,4.3356,-72.7803,Cabuyaro,Meta,NELLY ZARATE,AEROTEC LTDA.,1598,35,2000,680,"4,738,000",1A,Privado,50124,50,2015-01-01,2015-12-31,N,2015
700,402,9LJ,no-especificado,EL COROZO,Aeródromo,6.9136,-70.8562,Arauca,Arauca,NEBIO ECHEVERRY,FUMIVILLA,1692,13,2000,416,"2,141,000",1A,Público,81001,81,2015-01-01,2015-12-31,N,2015
701,403,9LK,no-especificado,HATO VIEJO,Aeródromo,6.8964,-70.7791,Arauca,Arauca,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,2802,1,2000,416,"2,141,000",1A,Privado,81001,81,2015-01-01,2015-12-31,N,2015
702,404,9LL,no-especificado,CIENFUEGOS,Aeródromo,5.5831,-71.7289,Paz de Ariporo,Casanare,JAIRO GRANADOS CEIJA,SAO E.U.,16,1,2000,574,"1,315,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
703,405,9LN,no-especificado,GUADUALITO,Aeródromo,5.4593,-71.912,Nunchía,Casanare,CUPERTINO CUEVAS D.,SANAR S.A.,419,19,3000,639,"4,943,000",1A,Aerocivil,85225,85,2015-01-01,2015-12-31,N,2015
704,406,9LP,no-especificado,LA REDENCION,Aeródromo,5.6618,-71.8088,Pore,Casanare,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,2409,27,2000,636,"3,053,000",1A,Fumigación,85263,85,2015-01-01,2015-12-31,N,2015
705,407,9LQ,no-especificado,LA PONDEROSA,Aeródromo,4.6316,-71.2141,Puerto Gaitán,Meta,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,212,2,3000,537,"5,243,000",2A,Privado,50568,50,2015-01-01,2015-12-31,N,2015
706,408,9LR,no-especificado,LOS REMANSOS,Aeródromo,6.5729,-74.2195,Cimitarra,Santander,NELLY VALENCIA,AEROPENORT LTDA.,119,4,3000,357,"4,373,000",1A,Fumigación,68190,68,2015-01-01,2015-12-31,N,2015
707,409,9LS,no-especificado,SAN LUIS,Aeródromo,7.6382,-73.4381,La Esperanza,Norte de Santander,CRIAGAN S.A.,AEROPENORT LTDA.,684,13,2000,308,"7,389,000",1A,Aerocivil,54385,54,2015-01-01,2015-12-31,N,2015
708,410,9LT,no-especificado,LOS GAVANES (LA MATA),Aeródromo,7.0093,-70.7743,Arauca,Arauca,FUMIGAR,FUMIVILLA,422,34,3000,416,"2,141,000",1A,Aerocivil,81001,81,2015-01-01,2015-12-31,N,2015
709,411,9LU,no-especificado,EL RODEO,Aeródromo,4.5772,-72.6914,Tauramena,Casanare,JEREMIAS VACA RIAÑO,ASAM LTDA.,2100,3,2000,746,"6,069,000",1A,Público,85410,85,2015-01-01,2015-12-31,N,2015
710,412,9LW,no-especificado,EL PALMAR,Aeródromo,5.396,-71.9116,Nunchía,Casanare,MAURICIO MEDINA NIÑO,FIBA S.A.,1451,30,3000,629,"472,000",1A,Público,85225,85,2015-01-01,2015-12-31,N,2015
711,413,9LX,no-especificado,LA GAITANA,Aeródromo,4.2253,-73.0298,Cabuyaro,Meta,P.VICENTE PERALES,FACOL LTDA.,52,35,4500,627,"1,844,000",1A,Privado,50124,50,2015-01-01,2015-12-31,N,2015
712,414,9LY,no-especificado,SAN ISIDRO II,Aeródromo,4.1585,-73.3408,Cumaral,Meta,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,256,15,2000,175,"4,730,000",1A,Privado,50226,50,2015-01-01,2015-12-31,N,2015
713,415,9LZ,no-especificado,GABRIELAS,Aeródromo,3.1797,-76.5507,Jamundí,Valle del Cauca,HAROLD BENAVIDEZ,FIBA S.A.,55,22,3000,3215,"1,129,000",1A,Aerocivil,76364,76,1900-01-01,2015-12-31,N,2015
714,416,9MA,no-especificado,EL DELIRIO,Aeródromo,6.9831,-70.882,Arauca,Arauca,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1544,0,3000,430,"5,180,000",1A,Privado,81001,81,2015-01-01,2015-12-31,N,2015
715,417,9MB,no-especificado,EL TRIANGULO,Aeródromo,10.318,-74.0252,Fundación,Magdalena,GANADERIA EL TRIANGULO,GANADERIA EL TRIANGULO,816,23,2000,196,"172,000",1A,Aerocivil,47288,47,1900-01-01,2015-12-31,N,2015
716,418,9MC,no-especificado,LA MONICA,Aeródromo,4.6856,-72.6005,Tauramena,Casanare,MAURICIO TORRES CUBIDES,ASAM LTDA.,2529,16,2000,554,"4,896,000",1A,Fumigación,85410,85,2015-01-01,2015-12-31,N,2015
717,419,9MD,no-especificado,LA ABEJITA,Aeródromo,5.0095,-72.3234,Monterrey,Casanare,JOSE A. VARGAS P.,AGIL LTDA.,207,23,2000,682,"5,479,000",1A,Privado,85162,85,2015-01-01,2015-12-31,N,2015
718,420,9ME,no-especificado,CACHIMBALITO - CA,Aeródromo,3.1653,-76.4738,Santander de Quilichao,Cauca,INCAUCA,INCAUCA.S.A. - ASOCAÑA,540,29,500,3241,"2,956,000",1A,Privado,19698,19,2015-01-01,2015-12-31,N,2015
719,421,9MG,no-especificado,MADREVIEJA,Aeródromo,5.4623,-71.9584,Nunchía,Casanare,CELMIRA BARRAGAN F.,CELMIRA BARRAGAN F.,89,2,2000,640,"4,509,000",1A,Aerocivil,85225,85,2015-01-01,2015-12-31,N,2015
720,422,9MH,no-especificado,SAN JUAN,Aeródromo,3.7017,-73.3774,San Martín,Meta,RODOLFO MENDEZ,MARIA A. PACHECO O.,1268,0,2000,870,"1,840,000",1A,Fumigación,50689,50,2015-01-01,2015-12-31,N,2015
721,423,9MI,no-especificado,LA FORTUNA,Aeródromo,4.1028,-72.978,Puerto López,Meta,SAAC S.A.S,SAAC S.A.S,2685,1,3000,690,no-especificado,1A,Fumigación,50573,50,2015-01-01,2015-12-31,N,2015
722,424,9MJ,no-especificado,AGROFORESTAL MATA AZUL,Aeródromo,5.2897,-70.6337,Santa Rosalía,Vichada,no-especificado,RIOPAILA CASTILLA S.A.,2162,43,6500,118,"1,478,000",1A,Privado,99624,99,2015-01-01,2015-12-31,N,2015
723,425,9MK,no-especificado,VILLA ISABELLA,Aeródromo,5.2993,-71.3434,Trinidad,Casanare,RAFAEL QUESADA,TAES LTDA.,1939,2,2000,620,"4,313,000",1A,Privado,85430,85,2015-01-01,2015-12-31,N,2015
724,426,9ML,no-especificado,MIRADOR,Aeródromo,5.4326,-71.6009,Trinidad,Casanare,ANGELICA VEGA,TAES LTDA.,1666,17,2000,620,"4,314,000",1A,Público,85430,85,2015-01-01,2015-12-31,N,2015
725,427,9MM,no-especificado,EL CARIBE,Aeródromo,5.7198,-71.4963,Paz de Ariporo,Casanare,REGULO GAMA OJEDA,FARO LTDA.,131,0,2000,585,"1,684,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
726,428,9MN,no-especificado,EL PEDRAL BONANZA,Aeródromo,7.2417,-73.8151,Puerto Wilches,Santander,no-especificado,AEROPENORT LTDA.,1146,0,3000,282,no-especificado,1A,Privado,68575,68,2015-01-01,2015-12-31,N,2015
727,429,9MO,no-especificado,SAN NICOLAS,Aeródromo,4.4703,-72.4575,Tauramena,Casanare,CARLOS E. CONTRERAS,ASAM LTDA.,1863,22,2000,585,"4,510,000",1A,Público,85410,85,2015-01-01,2015-12-31,N,2015
728,430,9MP,no-especificado,LOS LOBOS,Aeródromo,4.4748,-72.7478,Tauramena,Casanare,AGROVIMART S.A.,AGIL LTDA.,439,21,3000,580,"1,685,000",1A,Aerocivil,85410,85,2015-01-01,2015-12-31,N,2015
729,431,9MQ,no-especificado,EL RASTRO,Aeródromo,4.7022,-70.8617,Cumaribo,Vichada,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,1939,30,2000,545,"7,391,000",1A,Aerocivil,99773,99,2015-01-01,2015-12-31,N,2015
730,432,9MR,no-especificado,LOS GANSOS,Aeródromo,4.6764,-70.9997,Cumaribo,Vichada,LOS GANSOS 1 S.A.S.,LOS GANSOS 1 S.AS.,284,113,2000,544,"7,390,000",1A,Fumigación,99773,99,2015-01-01,2015-12-31,N,2015
731,433,9MS,no-especificado,BETANIA,Aeródromo,5.5319,-71.6812,Trinidad,Casanare,DIOSELINO ACOSTA,SAO E.U.,773,1,2000,2030,"1,216,000",1A,Privado,85430,85,2015-01-01,2015-12-31,N,2015
732,434,9MT,no-especificado,AGUAS CLARAS,Aeródromo,7.2731,-73.5626,Sabana de Torres,Santander,EDGAR MEZA ORTIZ,EDGAR MEZA ORTIZ,42,1,2500,652,"1,681,000",1A,Privado,68655,68,2015-01-01,2015-12-31,N,2015
733,435,9MV,no-especificado,MARIA JUANA,Aeródromo,5.0054,-72.3959,Aguazul,Casanare,BLANCA E. BULLA PULIDO,SAAC S.A.S.,1406,3,2000,1191,"2,137,000",1A,Fumigación,85010,85,2015-01-01,2015-12-31,N,2015
734,436,9MW,no-especificado,LAS NUBES,Aeródromo,4.2563,-71.7977,Puerto Gaitán,Meta,AGMO NUBES INVER.S.A.S,AGMO NUBES INVERSIONES,253,35,4500,1030,"1,942,000",1A,Público,50568,50,2015-01-01,2015-12-31,N,2015
735,437,9MX,no-especificado,EL SILENCIO,Aeródromo,5.7555,-71.6583,Paz de Ariporo,Casanare,PEDRO A. VARGAS BECERRA,AEROTEC LTDA.,1394,6,2000,577,"2,130,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
736,438,9MY,no-especificado,AFGANISTAN,Aeródromo,5.886,-71.408,Paz de Ariporo,Casanare,JOSE IVAN CORTES P.,SANDRA PATRICIA YATE,1765,22,2000,577,"2,131,000",1A,Fumigación,85250,85,2015-01-01,2015-12-31,N,2015
737,439,9MZ,no-especificado,LA FORTALEZA,Aeródromo,5.7953,-71.7571,Paz de Ariporo,Casanare,HENRY MARTINEZ C.,FAAC S.A.S.,2439,1,2000,640,"4,938,000",1A,Aerocivil,85250,85,2015-01-01,2015-12-31,N,2015
738,440,9NA,no-especificado,LOS GUIRES,Aeródromo,6.1853,-71.521,Hato Corozal,Casanare,EDISON DELGADO,FAAC S.A.S.,1984,26,2000,538,"4,938,000",1A,Privado,85125,85,2015-01-01,2015-12-31,N,2015
739,441,9NB,no-especificado,LAS PALMAS,Aeródromo,8.5803,-73.6619,La Gloria,Cesar,NAVIAGRI - NAVILOG S.A.,CELTA LTDA.,549,25,2500,554,"5,531,000",1A,Aerocivil,20383,20,2015-01-01,2015-12-31,N,2015
740,442,9NC,no-especificado,LA DALIA,Aeródromo,6.9687,-70.962,Arauca,Arauca,HORACIO E. MARTINEZ G.,HORACIO E. MARTINEZ G.,1220,20,2500,390,"438,000",1A,Privado,81001,81,1900-01-01,2015-12-31,N,2015
741,443,9ND,no-especificado,VILLA VERONICA,Aeródromo,5.3884,-71.5896,Trinidad,Casanare,CRISTINA I. GONZALEZ,TAES LTDA.,739,5,2000,564,"120,000",1A,Fumigación,85430,85,1900-01-01,2015-12-31,N,2015
742,444,9NE,no-especificado,SAN CARLOS - CA,Aeródromo,4.0588,-76.2704,Tuluá,Valle del Cauca,MAYAGUEZ S.A.,MAYAGUEZ S.A.,349,10,500,3320,"620,000",1A,Privado,76834,76,1900-01-01,2015-12-31,N,2015
743,445,9NF,no-especificado,RENSO,Aeródromo,5.2417,-71.1909,Trinidad,Casanare,MARTHA L. PAN A.,TAES LTDA.,517,13,2000,432,"692,000",1A,Aerocivil,85430,85,1900-01-01,2015-12-31,N,2015
744,446,9NG,no-especificado,REMOLINOS,Aeródromo,4.2053,-72.6639,Puerto López,Meta,BLANCA E. BULLA PULIDO,ECO LTDA.,895,0,2000,586,"835,000",1A,Público,50573,50,1900-01-01,2015-12-31,N,2015
745,447,9NH,no-especificado,LOS ARUCOS,Aeródromo,4.9461,-72.2181,Maní,Casanare,LUIS A. SANTOS,SAAC S.A.S.,354,11,2000,600,"693,000",1A,Privado,85139,85,1900-01-01,2015-12-31,N,2015
746,448,9NI,no-especificado,LA BENDICION DE ARAUCA,Aeródromo,6.9496,-70.7562,Arauca,Arauca,AGROPECUARIA MARIPANATO SAS,HORACIO E. MARTINEZ G.,857,10,2500,410,"1,126,000",1A,Aerocivil,81001,81,1900-01-01,2015-12-31,N,2015
747,449,9NJ,no-especificado,BELGRADO,Aeródromo,4.3026,-72.3026,Maní,Casanare,FLORINDA ADAN GARCIA,SAAC S.A.S.,1136,18,2000,682,"834,000",1A,Privado,85139,85,1900-01-01,2015-12-31,N,2015
748,450,9NK,no-especificado,MEXICO,Aeródromo,5.495,-71.5189,Trinidad,Casanare,CARLOS A. ARIZA,SAO S.A.S.,439,7,2000,568,"997,000",1A,Público,85430,85,1900-01-01,2015-12-31,N,2015
749,451,9NL,no-especificado,EL TESORO,Aeródromo,5.3072,-71.3732,Trinidad,Casanare,RENSO AMAYA BECERRA,SAO S.A.S.,1558,6,2000,516,"1,327,000",1A,Aerocivil,85430,85,1900-01-01,2015-12-31,N,2015
750,452,A01,no-especificado,CAMPO ALEGRE,Aeródromo,1.8653,-69.0101,Inírida,Guainía,GOBERNACION,GOBERNACION,1438,34,2000,577,"1,333,000",1A,Aerocivil,94001,94,2015-01-01,2015-12-31,N,2015
